id,url,date,rawContent,hashtags,cashtags,media,lang,user,retweetCount,likeCount
1.42576E+18,https://twitter.com/Dorje_sDooing/status/1425755139177009154,2021-08-12 09:44:49+00:00,US Midterms 2018: Why Vote Candidates With Progressive Agendas https://t.co/JQoliE4n7G #poverty #structuralinequality #structuralinequity #uselections #usmidterms,"['poverty', 'structuralinequality', 'structuralinequity', 'uselections', 'usmidterms']",,,en,Dorje_sDooing,0,0
1.42569E+18,https://twitter.com/TodayNewsEvents/status/1425693256352948227,2021-08-12 05:38:55+00:00,"Senate Democrats are trying to Force Votes on Elections Bill
#ElectionsBill
#Republicans
#USelections
#Joebiden
https://t.co/9R3EV9Bsjh","['ElectionsBill', 'Republicans', 'USelections', 'Joebiden']",,,en,TodayNewsEvents,2,3
1.42518E+18,https://twitter.com/IndieWomenVote/status/1425178329821368323,2021-08-10 19:32:47+00:00,"It may not happen in our lifetimes, but I look forward to the day when maybe we can have #USelections where the only candidates to vote for aren't #serialsexualpredator smug, entitled white male bullies. How about you? #CuomoResigns #MeToo #NowDoTrump #SexualHarassersInChief https://t.co/KSgpgRg8Tb","['USelections', 'serialsexualpredator', 'CuomoResigns', 'MeToo', 'NowDoTrump', 'SexualHarassersInChief']",,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E8c_YMRXIAE_1Uh?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E8c_YMRXIAE_1Uh?format=png&name=large'}, {'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E8c_bA-X0AQtnIk?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E8c_bA-X0AQtnIk?format=png&name=large'}, {'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E8c_fK8XEAQaWGq?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E8c_fK8XEAQaWGq?format=png&name=large'}]",en,IndieWomenVote,0,1
1.42508E+18,https://twitter.com/GVAGrad/status/1425083305389707266,2021-08-10 13:15:11+00:00,"The Institute has produced several series of podcasts during the academic year, focusing on key global issues, such as the #USelections, #Brexit, #FoodSystems, #SyntheticBiology, #DrugPolicy, and more.
Here’s the complete list for some poolside listening👉
https://t.co/xPJhWcwYLs https://t.co/c91zE0jmuI","['USelections', 'Brexit', 'FoodSystems', 'SyntheticBiology', 'DrugPolicy']",,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E8bpttdXIAASb_1?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E8bpttdXIAASb_1?format=jpg&name=large'}]",en,GVAGrad,0,1
1.42503E+18,https://twitter.com/WomensPowerCen/status/1425027160994156545,2021-08-10 09:32:05+00:00,#americanelection #USElections #RT Women's power site:What if #Trump becomes #USPresident https://t.co/mg0jk9kAWD https://t.co/9JMGxRHG1L,"['americanelection', 'USElections', 'RT', 'Trump', 'USPresident']",,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/ChUePwHWUAAZfEo?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/ChUePwHWUAAZfEo?format=jpg&name=large'}]",en,WomensPowerCen,0,0
1.42483E+18,https://twitter.com/OlyStuart/status/1424830984181084168,2021-08-09 20:32:33+00:00,"Idk if I'll ever vote again the way things are going. Used to be all about it. 🤷‍♂️
Sorry, cry wolf with a fake democracy so many times and people are gonna stop wasting their time.
#USElections #USA","['USElections', 'USA']",,,en,OlyStuart,0,0
1.42468E+18,https://twitter.com/abrarkakarr/status/1424675175753306113,2021-08-09 10:13:25+00:00,"Now imagine if this was #Trump admitting #Russian meddling in the #USElections. world would change 360•.  But since this is about #Afghanistan, none really cares. Closing your eyes and ears is as much a crime as Taliban kill innocent people. 

#SanctionPakistan 

@calxandr","['Trump', 'Russian', 'USElections', 'Afghanistan', 'SanctionPakistan']",,,en,abrarkakarr,0,0
1.4238E+18,https://twitter.com/AGreatSail/status/1423796477013286913,2021-08-07 00:01:47+00:00,"@Teleportnow66 @Placeholder5_6 @MarVistaWriter @KyleKulinski We the People voted for #ShontelBrown to win. It's how Democracy and ethical #USElections work in America and why the #VotingRightsAct became law--and why the Voting Rights Advancement Act is crucial. https://t.co/ZU1XfyoTzB

#Safeguards #JustLaws #RestoreTheVRA #VRA56","['ShontelBrown', 'USElections', 'VotingRightsAct', 'Safeguards', 'JustLaws', 'RestoreTheVRA', 'VRA56']",,,en,AGreatSail,0,2
1.42367E+18,https://twitter.com/TrishLilley1/status/1423674756390440967,2021-08-06 15:58:07+00:00,Jerry H. Goldfeder predicted a potential coup if Trump lost the 2020 election. January 6 bore him out. What does he have to say about the #2024election? #presidentialpolitics #presidentialelection #uselections https://t.co/6c3iFSpb1h,"['2024election', 'presidentialpolitics', 'presidentialelection', 'uselections']",,,en,TrishLilley1,0,0
1.42314E+18,https://twitter.com/MY_MUSLIM/status/1423135072845287430,2021-08-05 04:13:36+00:00,@maddow can’t claim it was anyone else interfering in #USElections https://t.co/V166ZAXRvR,['USElections'],,"[{'_type': 'snscrape.modules.twitter.Photo', 'previewUrl': 'https://pbs.twimg.com/media/E7_9zoMWUAgS-NZ?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/E7_9zoMWUAgS-NZ?format=jpg&name=large'}]",en,MY_MUSLIM,0,0
1.42259E+18,https://twitter.com/silverslavery/status/1422589572995862531,2021-08-03 16:05:59+00:00,#ElectionFraud #Theft #USElections,"['ElectionFraud', 'Theft', 'USElections']",,,qht,silverslavery,1,0
1.4211E+18,https://twitter.com/Longleashllc/status/1421096828704014339,2021-07-30 13:14:21+00:00,"#NYT Op-Ed: Allow #Foreigners to Vote in #USElections, a Boon for Dems https://t.co/AAiqOJWZCX via @BreitbartNews then why be a citizen?","['NYT', 'Foreigners', 'USElections']",,,en,Longleashllc,0,0
1.42096E+18,https://twitter.com/Dorje_sDooing/status/1420958999210467329,2021-07-30 04:06:40+00:00,US Midterms 2018: Why Vote Candidates With Progressive Agendas https://t.co/JQoliE4n7G #poverty #structuralinequality #structuralinequity #uselections #usmidterms,"['poverty', 'structuralinequality', 'structuralinequity', 'uselections', 'usmidterms']",,,en,Dorje_sDooing,0,0
